0.0269468,71447.7
0.0269468,71447.7
0.0378771,66556.1
0.0266349,71586
0.0266349,71586
0.0266349,71586
0.0266349,71586
0.0173271,76350
0.0173271,76350
0.0160411,77079.2
0.0090146,81257
0.00679155,82355
0.00515913,83317.6
0.00515913,83317.6
0.00305844,84813.1
0.00439046,84194.5
0.0118762,79603.7
0.0440949,64126.8
0.0440949,64126.8
0.0119308,79530.8
0.0119308,79530.8
0.00838514,81645.9
0.0048929,83663.5
0.00766388,81782.8
0.00838095,81439.6
0.00289829,84938.9
0.00301454,84877.8
0.00658029,82713.3
0.00663119,82490.8
0.00651249,82533.6
0.0152311,77713.2
0.00867406,81499.1
0.0121389,79388.3
0.00559556,83231.4
0.00959628,80869.1
0.00687325,82382.9
0.0124452,79215.4
0.0111101,79911.6
0.00771022,81905.1
0.00664669,82590.2
0.000276939,86646.6
0.0015942,86043.8
0.00366798,84453.7
0.0025275,85182.6
0.00483708,83777
0.00229176,85330.9
0.010646,80206.3
0.011551,79458.9
0.0311506,69489.4
0.037894,66614
0.0347619,67873.1
0.0197409,75060
0.0159661,77314.3
0.012696,78750.6
0.014066,78225.6
0.0109538,79904.2
0.0131464,78636.6
0.0122797,79025.4
0.0209081,74561.7
0.0281464,70845.3
0.0320229,69057
0.0332201,68498
0.0335799,68417
0.0208887,74592.2
0.0224308,73648.7
0.0133856,78582.2
0.0127608,78838.1
0.0127608,78838.1
0.0162976,76926.1
0.00633885,82827.4
0.00741981,82212.5
0.00779878,81885.2
0.00844508,81469.5
0.0121428,79292.9
0.0150617,77651.4
0.0206693,74519.4
0.0215946,74128
0.0159658,77017.8
0.0180687,75897
0.0182108,75887.2
0.0261485,71790.9
0.029978,70088.2
0.0234639,73051.7
0.0308527,69719.9
0.0292743,70410.8
0.0357449,67513.8
0.03979,65757.2
0.034665,67852.9
0.0261296,71854.2
0.0261296,71854.2
0.0285983,70607.6
0.0145151,77939.7
0.0189321,75618.5
0.0344181,68120.5
0.0361835,67311.5
0.0329433,68683.3
0.0284902,70754.5
0.0136383,78384.9
0.014632,77858.2
0.0186554,75686.2
0.0176341,76235.5
0.0142718,77974
0.00587995,82976.2
0.000953601,86406
0.000115651,87082.9
0.000115651,87082.9
0.000115651,87082.9
0.00280164,85319.4
0.00280164,85319.4
0.00317095,85038.6
0.00376217,84625.3
0.00673144,82369.5
0.0129839,78859.7
0.014939,77751.3
0.0246642,72557.9
0.0242531,72720.9
0.0272878,71323.7
0.0198508,75117.8
0.0198969,75120.4
0.0147249,77691.6
0.0194134,75272.4
0.0148907,77750.5
0.025744,71902.8
0.0342816,68040
0.0232114,73177.2
0.0174694,76235
0.0188844,75536.5
0.0125101,78845.2
0.0174749,76262.6
0.0281228,70957.2
0.0255039,72217.5
0.0252453,72391.7
0.0281784,70862.7
0.0205508,74616.5
0.0254207,72165.8
0.0228801,73507.7
0.0340649,68199.7
0.0327298,68708.2
0.0324907,68915
0.0222597,73882.1
0.0218243,74024.1
0.0171059,76546
0.0218871,73841.8
0.0264834,71530.3
0.0287919,70649.5
0.0386276,66329.9
0.0260678,71824.9
0.0217184,73964.8
0.012225,79336.9
0.0199459,75105.7
0.0158502,77105.9
0.013177,78612.7
0.0224683,73529.7
0.0180592,75974.3
0.0133015,78590.5
0.0235783,73216.3
0.0130575,78845.2
0.0101615,80509.5
0.00525786,83402.9
0.00630353,83015.5
0.00331363,84896.5
0.000797316,86464.3
0.00430874,84083.2
0.00540338,83198
0.00154271,85852.5
0.0124612,79191.8
0.00867271,81038.9
0.0127904,78944.6
0.0184633,75832.9
0.0128637,78849
0.0128637,78849
0.00710002,82073.8
0.0218973,74112.5
0.0235884,73094.5
0.0288888,70558.2
0.0295331,70256
0.029884,70133.7
0.0220758,73882.8
0.0212385,74443.4
0.0147113,77909.4
0.0140871,78279
0.0109384,80080.1
0.00717671,82162.4
0.00629358,82869.1
0.00740331,82013
0.00557371,83244.8
0.00601977,83152.5
0.00152549,85962.2
0.000619645,86363.9
0.00267507,85159.7
0.00627596,82672
0.0136454,78377.4
0.0133772,78606.1
0.0131744,78631.6
0.0188532,75510.3
0.0312861,69467.1
0.0257532,71992.8
0.0283139,70756.1
0.01972,75041.5
0.0176121,76253.5
0.0333445,68477.2
0.0255947,72040.5
0.0117433,79357.3
0.0184815,75657
0.0220876,73834
0.0187591,75515
0.0349934,67841
0.0431863,64451.8
0.0419316,64938.8
0.0443409,63949.5
0.0443409,63949.5
0.0422692,64811.8
0.0422692,64811.8
0.0422692,64811.8
0.0422692,64811.8
0.0417472,65018.4
0.0417472,65018.4
0.0317122,69242
0.0324273,68923.8
0.0295985,70110.9
0.0341665,68216
0.0182406,75756.4
0.0407224,65354
0.0351701,67813.3
0.037019,66933.7
0.0256862,72034.4
0.022973,73449.8
0.0240365,72914.6
0.0288762,70569.7
0.0123431,79107.5
0.0112135,79839.7
0.00900898,81139.5
0.0122029,79314.6
0.0166249,76667.3
0.0301873,69922.2
0.0250547,72408.3
0.0287751,70666.4
0.0265506,71577
0.00885226,81263.1
0.00684193,82350.9
0.0112897,79772.3
0.0245771,72750
0.0286272,70659.3
0.0184688,75798.6
0.0243711,72840.2
0.0239367,72890.1
0.0302446,69835.1
0.031383,69389
0.0354681,67580.2
0.0354681,67580.2
0.0226107,73547.4
0.0296824,70091
0.0316662,69307.2
0.0340096,68168.9
0.0359517,67343.2
0.0263791,71696.6
0.0311996,69511.1
0.0229067,73484.7
0.025731,72006.5
0.0399748,65692.2
0.0406097,65470.4
0.039456,65940.1
0.0453439,63627.9
0.044075,64115.1
